,Unnamed: 0.1,Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade) After Normalization,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade After Normalization,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade) After Normalization,Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade) After Normalization,Curricular units 2nd sem (without evaluations),Unemployment rate After Normalization,Inflation rate After Normalization,GDP After Normalization,Target,Avg Grade After Normalization,Total Pass Rate After Normalization,Total Missed Rate After Normalization,Economic Pressure Index After Normalization,Age x Admission grade After Normalization,Scholarship holder x Pass rate After Normalization,Daytime attendance x Pass rate After Normalization
742,742,742,1,17,3,9500,1,1,0.6530653382772872,1,3,3,3,3,0.5204381586989655,1,0,0,1,1,0,18,0,0,7,8,5,0.752317880794702,0,0,7,9,6,0.6676923077436687,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Dropout,0.5949630745318369,0.7857142857142857,0.0,0.3057830445224644,0.01921724498344074,0.0,0.7857142857142857
743,743,743,1,39,1,9991,0,1,0.7078296001028215,1,1,19,4,8,0.4068138309640723,0,0,0,1,1,0,27,0,0,5,8,4,0.609271523178808,0,0,5,9,3,0.5564102562735701,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Dropout,0.4329323377824562,0.7,0.0,0.5884445101534626,0.1884052323678772,0.0,0.0
744,744,744,1,39,1,9773,1,12,0.5093554269594185,1,1,1,9,9,0.4861834421251672,1,0,0,1,1,0,52,0,0,6,7,5,0.6887417218543046,0,0,6,6,6,0.8076923077544379,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.6465482895911626,0.9166666666666666,0.0,0.33045021105106365,0.6664547629017826,0.0,0.9166666666666666
745,745,745,2,43,1,9003,1,1,0.7009138174381458,1,1,1,4,5,0.7451845305176299,1,0,0,0,1,0,29,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Dropout,0.0,0.0,0.0,0.7607102960745002,0.23446355739364655,0.0,0.0
746,746,746,1,51,1,9003,1,39,0.573389560059012,1,1,19,4,4,0.36979199730022216,1,0,1,0,1,0,22,0,0,6,12,3,0.6004415009271523,0,0,6,13,2,0.5923076923532545,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Dropout,0.44892162204876257,0.4166666666666667,0.0,0.13109097992648266,0.09280436111578988,0.0,0.4166666666666667
747,747,747,1,43,1,9085,1,1,0.4475757310590674,25,38,38,9,6,0.3340351477749728,1,0,0,1,1,0,28,1,13,18,45,18,0.6622516556291391,12,10,13,26,12,0.6153846155088758,6,0.4294073412443323,0.3572910051288275,0.1611481815647259,Graduate,0.5015278624526947,0.967741935483871,0.3870967741935484,0.7607102960745002,0.2057118627625787,0.0,0.967741935483871
748,748,748,1,39,1,9670,1,6,0.5936818197721161,1,1,1,90,3,0.19279109419157692,1,0,0,1,1,0,30,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0.0,0.3374415048438927,0.42151018228875087,Dropout,0.0,0.0,0.0,0.25604433168610846,0.24007190741708306,0.0,0.0
749,749,749,1,1,2,9500,1,1,0.5996114740654517,1,1,1,5,3,0.4703311057992785,1,0,0,1,0,0,18,0,0,7,7,7,0.7137180699337748,0,0,8,9,8,0.7508547006731427,0,0.46745609300015906,0.10917225156714175,0.34780039212943786,Graduate,0.6248086910844983,1.0,0.0,0.5609466851707618,0.018473988438258426,0.0,1.0
750,750,750,1,1,2,9670,1,1,0.573389560059012,1,38,37,5,5,0.4116534150869171,1,0,0,1,0,0,21,0,0,5,5,4,0.6225165562913907,0,0,5,5,3,0.7179487178244577,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.5411039545243712,0.7,0.0,0.33045021105106365,0.07457337142186177,0.0,0.7
751,751,751,1,1,1,9070,1,1,0.646311076714472,1,37,37,9,9,0.4507493442888446,1,0,1,1,0,1,20,0,0,6,9,6,0.7064017658278146,0,0,6,10,6,0.7897435899838264,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Graduate,0.6465482895911626,1.0,0.0,0.5884445101534626,0.05622780826375795,1.0,1.0
752,752,752,1,42,1,9500,1,1,0.5283337828952374,1,37,37,3,3,0.4068138309640723,1,0,0,1,0,1,21,0,0,8,8,8,0.6943046357615894,0,0,8,8,8,0.7056538462081273,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.5809112858653441,1.0,0.0,0.33045021105106365,0.07448961951279992,1.0,1.0
753,753,753,2,39,1,9991,0,19,0.5936818197721161,1,19,37,7,9,0.5661215840372442,0,0,1,0,0,0,32,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Dropout,0.0,0.0,0.0,0.27949835887723573,0.28753592509122117,0.0,0.0
754,754,754,1,1,3,9070,1,1,0.5219853078690102,1,37,37,9,9,0.44140507258312667,1,0,0,1,1,1,20,0,0,6,6,6,0.8211920529801324,0,0,6,7,6,0.6551282053580868,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.6341046879180124,1.0,0.0,0.3057830445224644,0.05607380042335941,1.0,1.0
755,755,755,1,1,4,171,1,1,0.5864578351256783,1,1,19,4,5,0.5743973274845118,1,0,1,0,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Dropout,0.0,0.0,0.0,0.7607102960745002,0.039141678444404415,0.0,0.0
756,756,756,1,15,1,9670,1,1,0.5936818197721161,41,1,1,9,5,0.46804648712467056,0,0,1,0,1,0,18,1,0,6,6,4,0.5960264900662252,0,0,6,7,3,0.6641025639741618,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Dropout,0.4899386090272977,0.5833333333333334,0.0,0.13109097992648266,0.018440099840049573,0.0,0.5833333333333334
757,757,757,1,43,1,9991,0,1,0.573389560059012,1,37,2,9,4,0.4484211297174312,1,0,0,0,1,0,23,0,10,15,24,12,0.5827814569536424,0,10,14,21,11,0.611888111739376,1,0.0,0.3374415048438927,0.42151018228875087,Dropout,0.4498983726103031,0.7931034482758621,0.022988505747126436,0.25604433168610846,0.11325010492175264,0.0,0.0
758,758,758,1,1,1,9254,1,1,0.45364910107045736,1,1,1,3,3,0.2698317134614854,1,0,0,1,1,0,20,0,0,6,10,6,0.6534216333774835,0,0,6,9,4,0.7000000000538462,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.5498356119485309,0.8333333333333334,0.0,0.3057830445224644,0.05324600995017709,0.0,0.8333333333333334
759,759,759,2,43,2,9147,1,1,0.5936818197721161,1,37,37,9,9,0.22195455977195166,1,0,0,1,0,0,46,0,4,9,18,8,0.6026490066225165,2,0,5,11,5,0.6353846154334912,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.47637655875717555,0.9285714285714286,0.09523809523809523,0.33045021105106365,0.5421304525331375,0.0,0.9285714285714286
760,760,760,1,17,1,9003,1,1,0.5410972836775345,1,3,3,2,2,0.08430784005798841,0,0,0,1,1,0,27,0,16,18,19,18,0.6475349520529802,0,9,12,15,12,0.6668639051282204,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Graduate,0.5246224854418217,1.0,0.0,0.7607102960745002,0.18122945546433422,0.0,1.0
761,761,761,1,5,1,171,1,1,0.6195003996999181,1,3,19,1,10,0.6411365051514224,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.46745609300015906,0.10917225156714175,0.34780039212943786,Enrolled,0.0,0.0,0.0,0.5609466851707618,0.05936567886592825,0.0,0.0
762,762,762,2,43,3,8014,0,19,0.3881653984855126,1,37,37,9,9,0.36979199730022216,1,0,0,1,1,0,41,0,5,9,11,9,0.6357615894039735,0,3,7,8,6,0.6461538462035503,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.5039396449393123,0.9375,0.0,0.33045021105106365,0.4529574677212195,0.0,0.0
763,763,763,1,15,1,9147,1,1,0.5936818197721161,21,1,3,192,3,0.08430784005798841,0,0,1,1,1,0,40,1,0,5,10,1,0.5827814569536424,0,0,5,10,1,0.5384615385029586,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Enrolled,0.4068189611723763,0.2,0.0,0.2479567361029612,0.42459161295603653,0.0,0.2
764,764,764,2,44,1,8014,0,39,0.7078296001028215,1,1,1,5,5,0.7268418218603188,0,0,0,1,1,0,37,0,12,16,17,16,0.7483443708609272,0,6,11,14,10,0.7000000000538462,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.6140986366946213,0.9629629629629629,0.0,0.3057830445224644,0.38802250292757956,0.0,0.0
765,765,765,1,1,4,9147,1,1,0.5093554269594185,1,38,38,5,10,0.2545690939629601,0,0,0,1,1,0,20,0,0,5,8,5,0.5403973509933775,0,0,5,7,5,0.6030769231233136,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Enrolled,0.4192695498155892,1.0,0.0,0.3057830445224644,0.05299445871731273,0.0,1.0
766,766,766,1,44,1,9130,1,39,0.7078296001028215,1,1,1,4,4,0.6909030817419755,1,0,0,1,0,0,20,0,0,5,7,4,0.6357615894039735,1,0,5,6,4,0.6676923077436687,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Enrolled,0.5175341117109384,0.8,0.06666666666666667,0.27949835887723573,0.06018590790315248,0.0,0.8
767,767,767,1,7,1,9991,0,40,0.5936818197721161,1,1,37,4,1,0.08430784005798841,0,0,0,1,0,0,26,0,8,9,11,9,0.6534216333774835,0,4,7,7,7,0.676923076898225,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.5349025958623296,1.0,0.0,0.3057830445224644,0.16250928950343402,0.0,0.0
768,768,768,2,39,1,8014,0,1,0.5936818197721161,1,37,37,9,7,0.7989954283665277,0,0,0,1,1,0,54,0,4,9,9,9,0.7593818982781457,0,2,7,7,7,0.7461538463650889,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Graduate,0.653703987752869,1.0,0.0,0.13109097992648266,0.7184776165512924,0.0,0.0
769,769,769,1,17,5,9670,1,1,0.5864578351256783,1,19,19,5,5,0.5333955647051418,1,0,0,1,1,0,21,0,0,6,6,6,0.8035320090066225,0,0,6,9,6,0.7538461539041421,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Graduate,0.6908890381693947,1.0,0.0,0.27949835887723573,0.07668019241825325,0.0,1.0
770,770,770,1,1,1,9085,1,1,0.5996114740654517,1,1,1,9,9,0.5215242657352412,1,0,0,1,0,1,20,0,0,6,8,6,0.8022705769536423,0,0,6,8,6,0.8153846152934912,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.7345628993093287,1.0,0.0,0.2479567361029612,0.057394286845461606,1.0,1.0
771,771,771,1,17,6,9773,1,1,0.5475121059982184,1,1,19,5,5,0.35715865360877785,1,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Dropout,0.0,0.0,0.0,0.3057830445224644,0.016795259378033667,0.0,0.0
772,772,772,1,1,3,9500,1,1,0.6128497478849576,1,1,19,4,9,0.5006880222359307,1,0,0,1,0,0,19,0,0,7,9,6,0.710539261986755,0,0,8,12,7,0.7158547006704504,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Enrolled,0.5988017455402908,0.8666666666666667,0.0,0.7607102960745002,0.037987578829976,0.0,0.8666666666666667
773,773,773,1,1,2,9238,1,1,0.5668876665698703,1,38,1,4,10,0.4816790152607453,1,0,0,1,0,0,18,0,0,6,7,6,0.6534216333774835,0,0,6,7,6,0.6551282053580868,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.5209561429977652,1.0,0.0,0.33045021105106365,0.018642316198389464,0.0,1.0
774,774,774,1,1,1,9085,1,1,0.5475121059982184,1,3,1,2,8,0.41767172486845183,1,0,0,1,0,0,19,0,0,6,13,4,0.6251655629139073,0,0,6,18,4,0.6569230769736095,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Enrolled,0.5039396449393123,0.6666666666666666,0.0,0.3057830445224644,0.03668775547036118,0.0,0.6666666666666666
775,775,775,1,44,1,9085,1,39,0.6395773680065004,1,1,1,4,7,0.5947925105984773,1,0,1,1,0,0,22,0,2,6,9,6,0.6357615894039735,0,1,6,12,3,0.6461538462035503,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Dropout,0.5039396449393123,0.75,0.0,0.37452760697921644,0.09688354766517904,0.0,0.75
776,776,776,1,43,1,9085,1,1,0.7923456082850693,1,2,1,4,4,0.7949002963874463,0,0,0,1,0,0,19,0,0,6,7,6,0.7947019867549668,0,0,6,8,6,0.8413461539108729,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.7480238392520047,1.0,0.0,0.3057830445224644,0.04259419221499244,0.0,1.0
777,777,777,1,1,1,171,1,1,0.6940179508449652,1,3,2,4,2,0.5062125487151263,1,0,0,1,0,0,21,0,6,12,12,8,0.7350993377483444,0,4,11,13,9,0.6838461538987574,1,0.0706619675465357,0.2183445031342835,0.6111345618114996,Dropout,0.5940581382461474,0.7391304347826086,0.02898550724637681,0.13109097992648266,0.07620977400513496,0.0,0.7391304347826086
778,778,778,1,17,1,9853,1,1,0.5030742324882614,1,3,3,132,132,0.2447447601734325,0,0,0,1,0,0,20,0,0,7,9,6,0.6269315671523179,0,0,7,7,6,0.7717948716747536,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Enrolled,0.5793585902226691,0.8571428571428571,0.0,0.2479567361029612,0.05283253872205457,0.0,0.8571428571428571
779,779,779,1,17,3,9773,1,1,0.5283337828952374,1,1,19,5,5,0.3366292083433997,1,0,0,1,0,1,18,0,0,6,6,6,0.6622516556291391,0,0,6,6,6,0.7448717947496056,0,0.46745609300015906,0.10917225156714175,0.34780039212943786,Graduate,0.585339933961371,1.0,0.0,0.5609466851707618,0.016490738483679712,1.0,1.0
780,780,780,1,17,1,9773,1,1,0.7078296001028215,1,38,38,7,7,0.5723347764193321,1,0,0,1,0,1,18,0,0,6,6,6,0.7947019867549668,0,0,6,6,6,0.8346153846795858,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Graduate,0.7430527140455236,1.0,0.0,0.13109097992648266,0.01998704680895841,1.0,1.0
781,781,781,1,17,1,9670,1,1,0.46586639263104923,1,1,1,5,4,0.1883499168729017,1,0,1,1,0,0,20,0,0,6,10,2,0.6181015454304636,0,0,6,10,4,0.5653846154281066,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Dropout,0.4435652102785052,0.5,0.0,0.7607102960745002,0.05190306574653991,0.0,0.5
782,782,782,1,1,1,9500,1,1,0.7217206111175718,1,19,37,3,8,0.7520805046169947,0,0,0,1,0,1,18,0,0,7,10,7,0.7771125827814569,0,0,8,8,8,0.787971153906767,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Graduate,0.696101866891708,1.0,0.0,0.7607102960745002,0.02265328202376804,1.0,1.0
783,783,783,1,1,3,9500,1,1,0.7356903866482745,1,3,3,1,3,0.4771548130969485,1,0,0,1,0,0,18,0,0,8,9,6,0.707019867549669,2,0,8,9,6,0.7185769231321983,2,0.0978396473721263,0.0,0.217024957975818,Enrolled,0.5982255796226299,0.75,0.16666666666666666,0.33045021105106365,0.018575207025620877,0.0,0.75
784,784,784,1,1,2,9773,1,1,0.573389560059012,1,1,34,9,9,0.4284184212827391,1,0,0,1,0,1,20,0,0,6,7,5,0.6781456953642384,0,0,6,6,6,0.6641025639741618,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.5428456457923966,0.9166666666666666,0.0,0.3057830445224644,0.05585976061546738,0.9166666666666666,0.9166666666666666
785,785,785,1,1,1,9238,1,1,0.5156591542170132,1,1,1,1,1,0.3064132800187025,1,0,0,1,0,0,19,0,0,6,10,6,0.5739514347019867,0,0,6,7,6,0.6538461537426036,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.4698306320700766,1.0,0.0,0.2479567361029612,0.03494573215498781,0.0,1.0
786,786,786,1,1,1,9070,1,1,0.7286956901640183,1,3,3,1,2,0.6602154298823848,1,0,0,1,0,0,18,0,0,6,6,6,0.7240618103311258,0,0,6,6,5,0.7538461539041421,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Graduate,0.6341046879180124,0.9166666666666666,0.0,0.5884445101534626,0.02129061321530995,0.0,0.9166666666666666
787,787,787,1,1,1,9500,1,1,0.6940179508449652,1,3,1,4,5,0.519350892927136,0,0,0,1,0,0,18,0,0,8,8,7,0.7701797541721854,0,0,8,8,7,0.78276923098329,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Graduate,0.6873334693443965,0.875,0.0,0.27949835887723573,0.019201117166007864,0.0,0.875
788,788,788,1,5,3,9085,1,1,0.659840070025209,1,37,37,0,90,0.7707902538970579,0,0,1,1,0,1,18,0,0,5,5,5,0.7629139072847683,0,0,5,5,5,0.7538461539041421,0,0.0,0.3374415048438927,0.42151018228875087,Dropout,0.6616130281300423,1.0,0.0,0.25604433168610846,0.022930810691018988,1.0,1.0
789,789,789,1,17,3,171,1,1,0.6871420769563974,1,19,1,5,4,0.5702679787918576,1,0,0,1,0,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Graduate,0.0,0.0,0.0,0.5884445101534626,0.05819765753258155,0.0,0.0
790,790,790,1,17,1,9773,1,1,0.6261719444804298,1,1,19,9,9,0.418871257797619,0,0,0,1,0,1,19,0,0,6,6,6,0.6975717441059602,0,0,6,6,6,0.7448717947496056,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.6095197417123825,1.0,0.0,0.2479567361029612,0.03670653709483013,1.0,1.0
791,791,791,1,39,1,9500,1,1,0.5093554269594185,1,3,3,2,2,0.6817055917634463,0,0,0,0,1,0,36,0,0,6,15,2,0.609271523178808,0,0,7,9,0,0.0,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Dropout,0.15877430068560144,0.15384615384615385,0.0,0.7607102960745002,0.3674337950327975,0.0,0.15384615384615385
792,792,792,1,17,1,9238,1,1,0.6734506179271283,1,1,40,9,2,0.48393369138277365,0,0,0,1,0,1,19,0,0,6,7,6,0.6004415009271523,0,0,6,7,6,0.6692307693591717,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.49591903248384056,1.0,0.0,0.2479567361029612,0.03772524876578093,1.0,1.0
793,793,793,1,17,3,9238,1,1,0.4968156785970186,1,3,1,2,5,0.23625350539242618,1,0,0,1,0,0,18,0,0,6,6,6,0.6357615894039735,0,0,6,6,5,0.7323076923640237,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Graduate,0.5592132109313018,0.9166666666666666,0.0,0.13109097992648266,0.015001828362684488,0.0,0.9166666666666666
794,794,794,1,1,3,9773,1,1,0.5156591542170132,1,19,19,3,3,0.3196548455800823,0,0,0,1,0,1,18,0,0,6,6,6,0.6975717441059602,0,0,6,6,6,0.6551282053580868,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.5498356122989562,1.0,0.0,0.3057830445224644,0.016238951449838612,1.0,1.0
795,795,795,1,1,3,9773,1,1,0.6062200765100134,1,38,38,5,8,0.5247756554511724,1,0,0,1,0,1,18,0,0,6,6,6,0.7858719645033113,0,0,6,6,6,0.7628205130586786,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Graduate,0.6844798874214983,1.0,0.0,0.13109097992648266,0.019281584685423236,1.0,1.0
796,796,796,1,44,1,9070,1,1,0.6395773680065004,1,1,1,9,8,0.6372758363697208,1,0,0,1,0,0,19,0,2,7,7,7,0.6887417218543046,0,5,9,9,9,0.7119658119009206,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.581349537401388,1.0,0.0,0.3057830445224644,0.040126195427918565,0.0,1.0
797,797,797,1,18,3,9500,1,1,0.6734506179271283,1,1,1,4,8,0.5280166919947291,1,0,0,1,0,0,18,0,0,7,8,7,0.6933585621192053,0,0,8,8,8,0.6973076923613314,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.5747278570372436,1.0,0.0,0.2479567361029612,0.019329660185472997,0.0,1.0
798,798,798,1,1,1,9130,1,1,0.5930240300769907,1,1,37,9,9,0.40923640640564685,1,0,0,1,0,1,19,0,0,6,8,6,0.7064017658278146,0,0,6,7,6,0.7358974361335306,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Graduate,0.6095197417123825,1.0,0.0,0.13109097992648266,0.036555679910122596,1.0,1.0
799,799,799,1,1,1,9853,1,1,0.5539488427689498,1,3,1,3,7,0.5661215840372442,1,0,0,1,0,0,18,0,0,6,7,6,0.6445916116556292,0,0,6,10,4,0.6865384615912723,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Enrolled,0.5353150973429558,0.8333333333333334,0.0,0.27949835887723573,0.019894884216324793,0.0,0.8333333333333334
800,800,800,1,53,1,9070,1,42,0.573389560059012,1,40,19,3,5,0.4884282858118354,1,0,0,0,0,1,22,0,0,6,8,6,0.5827814569536424,0,0,6,10,4,0.6461538462035503,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Enrolled,0.4706125978429604,0.8333333333333334,0.0,0.13109097992648266,0.09495519866398922,0.8333333333333334,0.8333333333333334
801,801,801,1,1,2,9238,1,1,0.4905798745110824,1,19,1,9,8,0.23625350539242618,1,0,1,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Dropout,0.0,0.0,0.0,0.2479567361029612,0.015001828362684488,0.0,0.0
802,802,802,1,17,4,9147,1,1,0.5410972836775345,1,19,19,5,5,0.34437396297301603,1,0,0,1,0,0,19,0,0,5,7,5,0.7205298013245033,0,0,5,6,5,0.6569230769736095,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Graduate,0.5662895462115145,1.0,0.0,0.13109097992648266,0.03554009957458654,0.0,1.0
803,803,803,1,1,1,9773,1,1,0.646311076714472,1,38,38,9,9,0.4703311057992785,1,0,0,1,0,0,18,0,0,6,6,6,0.8211920529801324,0,0,6,6,6,0.7538461539041421,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.7037817626481401,1.0,0.0,0.2479567361029612,0.018473988438258426,0.0,1.0
804,804,804,1,1,3,9853,1,1,0.5219853078690102,1,1,3,5,3,0.2862422645008955,0,0,0,1,0,0,19,0,0,7,7,7,0.7341532641059603,0,0,7,7,7,0.7692307695207101,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.6519119951420743,1.0,0.0,0.2479567361029612,0.03462990552830586,0.0,1.0
805,805,805,1,17,2,9147,1,1,0.4968156785970186,1,19,1,9,3,0.2848841177063868,1,0,1,1,0,0,20,0,0,5,10,2,0.609271523178808,0,0,5,8,3,0.5384615385029586,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Enrolled,0.42240641111648675,0.5,0.0,0.2479567361029612,0.05349409651524828,0.0,0.5
806,806,806,1,17,3,9070,1,1,0.6530653382772872,1,1,38,3,5,0.6621030444445282,1,0,0,1,0,1,18,0,0,6,6,6,0.6887417218543046,0,0,6,6,6,0.6551282053580868,0,0.46745609300015906,0.10917225156714175,0.34780039212943786,Graduate,0.5440080632165472,1.0,0.0,0.5609466851707618,0.021318612903914735,1.0,1.0
807,807,807,1,1,1,9130,1,1,0.659840070025209,1,3,3,2,10,0.6078293046506467,0,0,1,0,0,0,23,0,0,6,10,6,0.7417218543046358,0,0,6,11,4,0.7000000000538462,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Enrolled,0.6095197417123825,0.8333333333333334,0.0,0.2479567361029612,0.11627148807144966,0.0,0.8333333333333334
808,808,808,1,1,4,9773,1,1,0.659840070025209,1,1,3,4,7,0.4850591812789169,1,0,0,1,0,0,20,0,0,4,4,0,0.0,0,0,6,0,0,0.0,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Dropout,0.0,0.0,0.0,0.13109097992648266,0.05679328667295652,0.0,0.0
809,809,809,1,1,5,9070,1,1,0.5283337828952374,1,3,1,9,3,0.38599405379691376,1,0,0,1,0,0,20,0,0,6,6,6,0.591611479205298,0,0,6,9,6,0.6192307692784024,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Enrolled,0.4597141444213038,1.0,0.0,0.3057830445224644,0.05516054237540158,0.0,1.0
810,810,810,1,1,1,9238,1,1,0.47817696000564597,1,1,1,9,4,0.2233928063027335,1,0,1,0,0,1,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Dropout,0.0,0.0,0.0,0.3057830445224644,0.09015019112300066,0.0,0.0
811,811,811,1,17,2,9853,1,1,0.4597460283227285,1,19,38,5,7,0.19426756723066063,1,0,0,1,0,1,18,0,0,7,8,7,0.643330179602649,0,0,7,9,6,0.7358974361335306,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.5666274353570674,0.9285714285714286,0.0,0.2479567361029612,0.014379035331794743,0.9285714285714286,0.9285714285714286
812,812,812,1,17,1,9500,1,1,0.6062200765100134,1,19,38,9,9,0.47941939533825106,0,0,0,1,0,1,18,0,0,7,7,7,0.7494418166887418,0,0,8,9,8,0.7338034189795234,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.6380816221092735,1.0,0.0,0.2479567361029612,0.018608798415965133,1.0,1.0
813,813,813,1,1,1,9500,1,1,0.7923456082850693,1,3,4,3,3,0.7277233070461264,0,0,0,1,0,0,18,0,0,7,7,7,0.7655629139072847,0,0,8,9,8,0.7616239314432018,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.6689881946041458,1.0,0.0,0.2479567361029612,0.022291982656329867,0.0,1.0
814,814,814,1,1,1,9853,1,1,0.659840070025209,1,19,3,4,4,0.6649276480626405,0,0,0,1,0,0,18,0,0,7,7,7,0.8325449382781457,0,0,7,7,7,0.8076923077544379,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.7515830836785458,1.0,0.0,0.2479567361029612,0.021360511299553964,0.0,1.0
815,815,815,1,51,1,9147,1,1,0.573389560059012,1,1,1,4,4,0.36979199730022216,0,0,0,1,0,0,21,0,0,5,9,5,0.6781456953642384,0,0,5,11,3,0.6820512822832347,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Enrolled,0.5545161860204828,0.8,0.0,0.2479567361029612,0.07384893445234625,0.0,0.8
816,816,816,1,17,1,9070,1,1,0.6128497478849576,1,1,37,4,5,0.497358953125687,0,0,0,1,0,0,20,0,0,6,6,6,0.6622516556291391,0,0,6,8,6,0.6192307692784024,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Enrolled,0.5039396449393123,1.0,0.0,0.27949835887723573,0.056996005660500226,0.0,1.0
817,817,817,1,16,1,9070,1,1,0.5410972836775345,1,1,1,4,4,0.379791741944274,1,0,0,1,0,0,18,0,0,6,6,6,0.7682119205298014,0,0,6,6,6,0.6910256408993097,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.6217617331168893,1.0,0.0,0.3057830445224644,0.017130984392169424,0.0,1.0
